Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Super A plus Tutoring,314 E Hillcrest Blvd Ste 2,Inglewood,CA,90301,,,(310) 906-6352,,,Yes,No,5.0 star rating,2 reviews,,,Mon 2:00 pm - 9:00 pm<br>Tue 2:00 pm - 9:00 pm<br>Wed 2:00 pm - 9:00 pm<br>Thu 2:00 pm - 9:00 pm<br>Fri 2:00 pm - 9:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",33.959493,-118.350708,https://s3-media2.fl.yelpcdn.com/bphoto/IvNFGFFcbhlVhJ3h3P1kbw/ls.jpg,http://www.yelp.com/biz/super-a-plus-tutoring-inglewood?osq=Tutoring,,,,,,
Manhattan Prep,506 South Grand Avenue,Los Angeles,CA,90071,,Downtown,(212) 721-7400,,,Yes,No,5.0 star rating,5 reviews,https://www.manhattanprep.com/%3Futm_source%3Dyelp.com%26utm_medium%3Dsocial%26utm_content%3DYelp%2520website%2520link%26utm_campaign%3DYelp%2520CTA%2520Button,,Mon 10:00 am - 9:30 pm<br>Tue 10:00 am - 9:30 pm<br>Wed 10:00 am - 9:30 pm<br>Thu 10:00 am - 9:30 pm<br>Fri 10:00 am - 6:00 pm<br>Sat 10:00 am - 6:00 pm<br>Sun 10:00 am - 8:30 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation",,,https://s3-media2.fl.yelpcdn.com/bphoto/-v8xMyPlPNUDSxVwqOP2WQ/ls.jpg,http://www.yelp.com/biz/manhattan-prep-los-angeles-2?osq=Tutoring,,,,,,
Keely Chaisson Tutoring,,Santa Monica,CA,90405,,,(323) 596-8040,,,Yes,No,,,http://keelychaissontutoring.com,,Mon 3:00 pm - 9:30 pm<br>Tue 3:00 pm - 9:30 pm<br>Wed 3:00 pm - 9:30 pm<br>Thu 3:00 pm - 9:30 pm<br>Fri Closed<br>Sat 9:00 am - 5:00 pm<br>Sun 9:00 am - 5:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Private Tutors, Test Preparation",,,,http://www.yelp.com/biz/keely-chaisson-tutoring-santa-monica?osq=Tutoring,,,,,,
English Circle Tutoring,,Los Angeles,CA,90024,,Westwood,(424) 256-0187,,Jennifer E.,Yes,No,5.0 star rating,8 reviews,,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Language Schools, Private Tutors, Language Schools",,,https://s3-media1.fl.yelpcdn.com/bphoto/lkhl1oVuC9F-trfQzQyxXg/ls.jpg,http://www.yelp.com/biz/english-circle-tutoring-los-angeles?osq=Tutoring,,,,,,
Dynasty United Youth Association,826 N Bunker Hill,Los Angeles,CA,90012,,Chinatown,(323) 306-2928,,,Yes,No,5.0 star rating,2 reviews,http://www.dynastysyouth.org,,Mon 9:00 am - 5:30 pm<br>Tue 9:00 am - 5:30 pm<br>Wed 9:00 am - 5:30 pm<br>Thu 9:00 am - 5:30 pm<br>Fri 9:00 am - 5:00 pm<br>Sat 10:00 am - 1:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Tutoring Centers, Private Tutors",34.064031,-118.243144,https://s3-media3.fl.yelpcdn.com/bphoto/71DvmqmFTcye_71u2LqvEQ/ls.jpg,http://www.yelp.com/biz/dynasty-united-youth-association-los-angeles?osq=Tutoring,,,,,,
Stuart K Robinson Creative,8950 Ellis Ave Ste B,Los Angeles,CA,90034,,Palms,(310) 558-4961,"Stuart K Robinson is widely regarded as acting coach in Los Angeles. In addition to a resume full of acting and directing accolades, Stuart has put to use his fifteen years …Learn more about Stuart K Robinson Creative, Opens a popupSpecialtiesStuart K Robinson is widely regarded as acting coach in Los Angeles. In addition to a resume full of acting and directing accolades, Stuart has put to use his fifteen years experience as Casting Director, Creative Director at LA's Television Marketing Group, producer and composer to shape a philosophy that allows actors to get the most out of every moment. This diverse background gave Stuart a unique perspective on the audition and its many complex components. His highly successful studio is an inspirational place for actors from all walks of life. Stuart has successfully coached actors in all facets of the entertainment industry, from novices to seasoned professionals, and continues today to coach over five hundred regular and semi-regular students in group, semi-private, and private sessions.",,Yes,No,5.0 star rating,20 reviews,http://www.stuartkrobinson.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Performing Arts, Private Tutors, Performing Arts",34.029640,-118.390714,https://s3-media4.fl.yelpcdn.com/bphoto/hy3yZ_38r1DwJV3U-tu6dQ/ls.jpg,http://www.yelp.com/biz/stuart-k-robinson-creative-los-angeles?osq=Tutoring,,,,,,
Jenna J. Nextguru tutoring,,Los Angeles,CA,90024,,Westwood,(626) 765-1815,,,Yes,No,,,,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun 9:00 am - 9:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.056888,-118.436755,https://s3-media3.fl.yelpcdn.com/bphoto/8dT3O2MidLHDxcC2c3K4mg/ls.jpg,http://www.yelp.com/biz/jenna-j-nextguru-tutoring-los-angeles?osq=Tutoring,,,,,,
Tutors for Tots Tweens & Teens,5541 E 7th St,Long Beach,CA,90804,,,(562) 856-2801,,Dupé A.,Yes,No,5.0 star rating,7 reviews,http://www.tutorsfortots.com,,Mon 10:00 am - 6:00 pm<br>Tue 10:00 am - 6:00 pm<br>Wed 10:00 am - 6:00 pm<br>Thu 10:00 am - 6:00 pm<br>Fri 10:00 am - 6:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tax Services, Notaries, Tutoring Centers, Tutoring Centers",33.775445,-118.124348,https://s3-media4.fl.yelpcdn.com/bphoto/dv6iwwegcJV1bjbEd4ZHuw/ls.jpg,http://www.yelp.com/biz/tutors-for-tots-tweens-and-teens-long-beach?osq=Tutoring,,,,,,
"Palos Verdes Test Prep, LLC",,Rancho Palos Verdes,CA,90275,,Torrance,(310) 482-9086,,Daniel C.,Yes,No,5.0 star rating,4 reviews,http://www.pvtestprep.com,,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Private Tutors, Tutoring Centers, Test Preparation, Private Tutors, Tutoring Centers",,,https://s3-media1.fl.yelpcdn.com/bphoto/8vQzHVAaiNPKqOa9bE8FJA/ls.jpg,http://www.yelp.com/biz/palos-verdes-test-prep-llc-rancho-palos-verdes?osq=Tutoring,,,,,,
Parliament Tutors,6404 Wilshire Blvd,Los Angeles,CA,90048,,Carthay,(310) 409-6896,,,No,No,,,http://www.parliamenttutors.com/,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat 9:00 am - 5:00 pm<br>Sun 9:00 am - 5:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",34.063308,-118.368702,https://s3-media4.fl.yelpcdn.com/bphoto/19eaTt2WsArzWaTLw4_kuQ/ls.jpg,http://www.yelp.com/biz/parliament-tutors-los-angeles?osq=Tutoring,,,,,,
Major Plus Academy,4009 Wilshire Blvd Ste 201,Los Angeles,CA,90010,,Windsor Square,(213) 381-6373,,Deborah A.,Yes,No,5.0 star rating,1 review,http://www.majorplusacademy.com,,Mon 8:00 am - 7:00 pm<br>Tue 8:00 am - 7:00 pm<br>Wed 8:00 am - 7:00 pm<br>Thu 8:00 am - 7:00 pm<br>Fri 8:00 am - 7:00 pm<br>Sat 8:00 am - 7:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Test Preparation, Private Tutors, Tutoring Centers, Test Preparation, Private Tutors",,,https://s3-media4.fl.yelpcdn.com/bphoto/ElfSjVJUz8YBSq47YuGPow/ls.jpg,http://www.yelp.com/biz/major-plus-academy-los-angeles?osq=Tutoring,,,,,,
English Tutoring by a Professional Writer,,Woodland Hills,CA,91364,,Woodland Hills,(818) 991-4866,,Razmik T.,Yes,No,5.0 star rating,5 reviews,http://EnglishTutoring.business.site,,Mon 8:00 am - 8:00 pm<br>Tue 8:00 am - 8:00 pm<br>Wed 8:00 am - 8:00 pm<br>Thu 8:00 am - 8:00 pm<br>Fri 8:00 am - 8:00 pm<br>Sat 8:00 am - 8:00 pm<br>Sun 8:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",,,https://s3-media2.fl.yelpcdn.com/bphoto/zArNxFCHO8E9bhPlUzQHFA/ls.jpg,http://www.yelp.com/biz/english-tutoring-by-a-professional-writer-woodland-hills-4?osq=Tutoring,,,,,,
Encore French Lessons,1824 Westwood Blvd,Los Angeles,CA,90025,,West Los Angeles,(310) 954-6969,"Effective and enjoyable private and group French lessons with a native from Paris in the West Los Angeles Area and its surroundings for adults and children, beginners and advanced. …Learn more about Encore French Lessons, Opens a popupSpecialtiesEffective and enjoyable private and group French lessons with a native from Paris in the West Los Angeles Area and its surroundings for adults and children, beginners and advanced. The curriculum is diverse with an emphasis on developing modern conversational skills while providing cultural content. Encore French Lessons is committed to providing:-Quality lessons structured according to your goal.-Grammar rules explained clearly for strong foundations.-A diverse program including conversation (with the use of colloquial expressions), reading, debating, writing, ear and pronunciation training, cultural content and more.-Online help and texting in French.-Enjoyable time with a friendly experienced tutor.Encore French Lessons also offers:-Skype sessions at a lower cost.-Translation services.HistoryEstablished in 2011.I've been teaching in Los Angeles for over 6 years with the goal of offering well elaborated and accessible lessons to anyone interested in the romantic and colorful language.",,Yes,No,5.0 star rating,12 reviews,https://www.encorefrenchlessons.com,,Mon 5:00 pm - 7:00 pm<br>Tue 10:00 am - 8:00 pm<br>Wed Closed<br>Thu 10:00 am - 8:00 pm<br>Fri 10:00 am - 8:00 pm<br>Sat 10:00 am - 8:00 pm<br>Sun 3:00 pm - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Language Schools, Language Schools",34.049175,-118.435737,https://s3-media2.fl.yelpcdn.com/bphoto/D7DWepb5HLg9ChYttrijHg/ls.jpg,http://www.yelp.com/biz/encore-french-lessons-los-angeles-3?osq=Tutoring,,,,,,
The End Result Tutoring,11040 Santa Monica Blvd Ste 410,Los Angeles,CA,90025,,West Los Angeles,(310) 475-5330,,,Yes,No,5.0 star rating,1 review,http://theendresult.com,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Tutoring Centers, Private Tutors",34.047765,-118.442495,https://s3-media4.fl.yelpcdn.com/bphoto/x_efpJP17y91CxIZcjcImQ/ls.jpg,http://www.yelp.com/biz/the-end-result-tutoring-los-angeles?osq=Tutoring,,,,,,
Venus Education and Wellness Consulting,3074 Roderick Pl,Los Angeles,CA,90065,,Glassell Park,(323) 580-7048,,,No,No,5.0 star rating,1 review,http://www.venusconsulting.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Tutoring Centers, Private Tutors",34.120406,-118.237894,https://s3-media4.fl.yelpcdn.com/bphoto/lwX2Mg2FaFWegjx0K3Jd6Q/ls.jpg,http://www.yelp.com/biz/venus-education-and-wellness-consulting-los-angeles?osq=Tutoring,,,,,,
The Knowledge Shop,1410 Redondo Blvd,Los Angeles,CA,90019,,Mid-City,(323) 937-0275,,,Yes,No,1.0 star rating,1 review,http://www.theknowledgeshopla.com,,Mon 8:00 am - 7:00 pm<br>Tue 8:00 am - 7:00 pm<br>Wed 8:00 am - 7:00 pm<br>Thu 8:00 am - 7:00 pm<br>Fri 8:00 am - 7:00 pm<br>Sat 8:00 am - 7:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational Services, Educational Services",34.047622,-118.349307,https://s3-media1.fl.yelpcdn.com/bphoto/VI9mm3kNokAsIfE6GQx0BQ/ls.jpg,http://www.yelp.com/biz/the-knowledge-shop-los-angeles?osq=Tutoring,,,,,,
Marvin Palatt,,West Hollywood,CA,,,Sherman Oaks,(323) 655-2463,,,No,No,5.0 star rating,1 review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Private Tutors",34.090009,-118.361744,https://s3-media2.fl.yelpcdn.com/bphoto/j7_O4ibComNHmJc8pjUPKg/ls.jpg,http://www.yelp.com/biz/marvin-palatt-west-hollywood?osq=Tutoring,,,,,,
Purple Play House Child Care,2923 S Harcourt Ave,Los Angeles,CA,90016,,West Adams,(760) 498-5702,,Sharon F.,Yes,No,5.0 star rating,1 review,http://shalize06.wix.com/purple-play-house,,Mon 5:00 am - 6:30 pm<br>Tue 5:00 am - 6:30 pm<br>Wed 5:00 am - 6:30 pm<br>Thu 5:00 am - 6:30 pm<br>Fri 5:00 am - 6:30 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child Care & Day Care, Private Tutors, Summer Camps, Child Care & Day Care, Private Tutors, Summer Camps",,,https://s3-media1.fl.yelpcdn.com/bphoto/s8gLaooqB2DH-laGE4M2_g/ls.jpg,http://www.yelp.com/biz/purple-play-house-child-care-los-angeles-2?osq=Tutoring,,,,,,
Mathnasium of Chatsworth,9800 Topanga Cyn Blvd Ste A,Los Angeles,CA,91311,,Chatsworth,(818) 867-9060,,,Yes,No,5.0 star rating,2 reviews,http://www.mathnasium.com/chatsworth,,Mon 3:00 pm - 7:00 pm<br>Tue 3:00 pm - 7:00 pm<br>Wed 3:00 pm - 7:00 pm<br>Thu 3:00 pm - 7:00 pm<br>Fri 10:00 am - 2:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers, Tutoring Centers",34.248641,-118.605582,https://s3-media1.fl.yelpcdn.com/bphoto/bO6pPKwApOlAs5_tHO7yFw/ls.jpg,http://www.yelp.com/biz/mathnasium-of-chatsworth-los-angeles-3?osq=Tutoring,,,,,,
Mathnasium of El Segundo,630 N Sepulveda Blvd Ste 13A,El Segundo,CA,90245,,Torrance,(310) 616-3181,"We make math make sense! As a math learning center for helping kids in grades 2-12 our instructional approach goes beyond traditional math tutoring in order to develop understanding …Learn more about Mathnasium of El Segundo, Opens a popupSpecialtiesWe make math make sense! As a math learning center for helping kids in grades 2-12 our instructional approach goes beyond traditional math tutoring in order to develop understanding and build a love for math. When math makes sense, kids leap way ahead in math. The Mathnasium Method™ transforms the way kids learn math.Mathnasium students start by taking a customized assessment which pinpoints their learning needs. Next, we design a customized learning plan for teaching the concepts the student needs to master. Our specially trained math instructors will work with your child to understand math in an individual setting. We meet them where they are and take them where they need to go. Assessments continue throughout your student's Mathnasium instruction to ensure that your child retains the skills they've learned.Our math tutors also will set aside time to provide homework help. We help kids understand the homework assignment so they feel better prepared to complete the work at home.Offering math tutoring and homework help, our math specialists are passionate about helping kids improve and excel in math through our year-round as well as summer math programs. Our math learning center is located in El Segundo at the corner of Sepulveda and Mariposa, across from the Ralphs supermarket and the Hacienda Hotel. We also serve students from neighboring communities including Westchester, Playa Vista, Playa del Rey, Inglewood, Hawthorne, Lawndale, Manhattan Beach, and the South BayHistoryEstablished in 2014.Mathnasium is an international chain of year-round math learning centers where children go to improve their math skills. Each franchised center utilizes the Mathnasium Method, an individually customizable educational curriculum created through over 35 years of classroom experience and research. The goal is to teach kids math in a way that makes sense to them.Regardless of your child's future career choices, it is important to have a solid understanding of mathematical concepts beyond mere memorization of formulas and procedures. These basic mathematical concepts along with problem solving skills are the key building blocks to success in all walks of life.We are located in El Segundo, and we also serve students from neighboring communities including Westchester, Playa Vista, Playa del Rey, Inglewood, Hawthorne, Lawndale, Manhattan Beach, and the South Bay.Meet the Business Owner",Eti and Leron A.,Yes,No,5.0 star rating,22 reviews,http://www.mathnasium.com/elsegundo,,Mon 3:00 pm - 7:00 pm<br>Tue 3:00 pm - 7:00 pm<br>Wed 3:00 pm - 7:00 pm<br>Thu 3:00 pm - 7:00 pm<br>Fri Closed<br>Sat Closed<br>Sun 11:00 am - 3:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Tutoring Centers",33.924266,-118.395333,https://s3-media4.fl.yelpcdn.com/bphoto/Kb6Kpz3Tju8bWhslk2TOcg/ls.jpg,http://www.yelp.com/biz/mathnasium-of-el-segundo-el-segundo-8?osq=Tutoring,,,,,,
Mathnasium of Studio City,12427 Ventura Blvd,Studio City,CA,91604,,Studio City,(424) 303-4959,"We know how to teach your child math. Our specially trained math instructors will teach your child how to understand math in an individual setting - our unique approach enables us …Learn more about Mathnasium of Studio City, Opens a popupSpecialtiesWe know how to teach your child math. Our specially trained math instructors will teach your child how to understand math in an individual setting - our unique approach enables us to effectively explain math concepts well and lend a helping hand to every student. Our tutors foster a caring, encouraging environment that helps kids thrive and learn! We pinpoint your child's learning needs, meet them where they are, and take them where they need to go.Mathnasium instructors use our unique assessment process to determine (with great accuracy) exactly what each child knows and what they need to learn. Next, we design a customized learning plan for teaching the concepts the student needs to master. It doesn't stop there - our encouraging instructors continually check progress along the way to make sure kids truly understand and retain the concepts we've taught. The results are transformative - kids will see measurable changes in attitude, confidence, and school progress. We will help your child overcome homework frustration.Our instructors will also set aside time to provide homework help. We help kids understand the homework assignment so they feel better prepared to complete the work at home - underscoring their understanding of concepts and transforming homework frustration into a welcome challenge.HistoryEstablished in 2015.Mathnasium Learning Centers strive to teach elementary, middle, and high school students math the way that makes sense to them. The hallmark of our program has been the way that it engages kids and gets them to know math at a level that is far beyond adult expectations. Today, over 35 years after its inception, the Mathnasium Method(tm) is providing children all over the world with the confidence, critical thinking skills, and mathematical ability to last a lifetime. We specialize in math tutoring, customer learning plans, personalized instruction, homework help, and SAT, ACT, and ISEE preparation. Our goal is to significantly increase your child's math skills, understanding of math concepts, and overall school performance, while building confidence and forging a positive attitude toward the subject. Visit our website for more information!Meet the Manager",,Yes,No,5.0 star rating,21 reviews,http://www.mathnasium.com/studiocity,,Mon 3:00 pm - 7:00 pm<br>Tue 3:00 pm - 7:00 pm<br>Wed 3:00 pm - 7:00 pm<br>Thu 3:00 pm - 7:00 pm<br>Fri Closed<br>Sat Closed<br>Sun 1:00 pm - 5:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation, Tutoring Centers, Private Tutors, Test Preparation",34.143049,-118.404021,https://s3-media2.fl.yelpcdn.com/bphoto/4a05scZ523XaX3YLLmzsnQ/ls.jpg,http://www.yelp.com/biz/mathnasium-of-studio-city-studio-city-2?osq=Tutoring,,,,,,
Sophia Tabaroki: Private Tutor & Mentor,,Beverly Hills,CA,,,Wilshire Center,(310) 980-1422,,Sophia T.,Yes,No,,,http://www.tutorinbeverlyhills.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private Tutors, Test Preparation, Middle Schools & High Schools, Private Tutors, Test Preparation, Middle Schools & High Schools",,,https://s3-media3.fl.yelpcdn.com/bphoto/873JUWMRkD_shdfr__MMlg/ls.jpg,http://www.yelp.com/biz/sophia-tabaroki-private-tutor-and-mentor-beverly-hills-2?osq=Tutoring,,,,,,
Better Edge Tutoring,,Los Angeles,CA,91423,,Sherman Oaks,(917) 244-9055,,Kevin C.,Yes,No,5.0 star rating,1 review,https://www.betteredgetutoring.com,,Mon 8:00 am - 9:00 pm<br>Tue 8:00 am - 9:00 pm<br>Wed 8:00 am - 9:00 pm<br>Thu 8:00 am - 9:00 pm<br>Fri 8:00 am - 9:00 pm<br>Sat 8:00 am - 8:00 pm<br>Sun 8:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test Preparation, Private Tutors, Educational Services, Private Tutors, Test Preparation, Editorial Services, Test Preparation, Private Tutors, Educational Services",,,https://s3-media4.fl.yelpcdn.com/bphoto/x_Vs8PfBnyvO6yXU3WTytA/ls.jpg,http://www.yelp.com/biz/better-edge-tutoring-los-angeles?osq=Tutoring,,,,,,
Brain Balance of Brentwood,11740 San Vicente Blvd Suite 208,Los Angeles,CA,90049,,Brentwood,(800) 877-5500,,,Yes,No,5.0 star rating,3 reviews,http://www.brainbalancecenters.com%3F%3Dyelp_track,,Mon 10:00 am - 7:00 pm<br>Tue 10:00 am - 7:00 pm<br>Wed 10:00 am - 7:00 pm<br>Thu 10:00 am - 7:00 pm<br>Fri 10:00 am - 7:00 pm<br>Sat 9:00 am - 1:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutoring Centers, Special Education, Educational Services, Tutoring Centers, Special Education, Educational Services",34.052957,-118.466835,https://s3-media3.fl.yelpcdn.com/bphoto/cfruCscWr-dNRAQwr-eX0w/ls.jpg,http://www.yelp.com/biz/brain-balance-of-brentwood-los-angeles?osq=Tutoring,,,,,,
